GENUS	SPECIES	SUBSPECIES	REFERENCE	STATUS	AUTHORS	REMARKS	RISK_GRP	TYPE_STRAINS	RECORD_NO	RECORD_LNK
Methanotorris			52:685	gen. nov. (VL)	Whitman 2002				516056	
Methermicoccus	shengliensis		57:2964*	sp. nov. (VP)	Cheng et al. 2007		1	"ZC-1, CGMCC 1.5056, DSM 18856"	786963	
Methermicoccus			57:2964*	gen. nov. (VP)	Cheng et al. 2007				517700	
Methylarcula	marina		50:1849*	sp. nov. (VP)	Doronina et al. 2000		1	"h1, VKM B-2159, p"	784221	
Methylarcula	terricola		50:1849*	sp. nov. (VP)	Doronina et al. 2000		1	"h37, VKM B-2160"	784222	
Methylarcula			50:1849*	gen. nov. (VP)	Doronina et al. 2000				517278	
Methylibium	aquaticum		57:2125*	sp. nov. (VP)	Song and Cho 2007		1	"IMCC1728, KCCM 42364, NBRC 102349, DSM 19915, IMCC 1728"	786715	788136
Methylibium	fulvum		57:2062*	sp. nov. (VP)	Yoon et al. 2007		1	"Gsoil 322, KCTC 12591, LMG 23394, DSM 19916"	786710	788138
Methylibium	petroleiphilum		56:983*	sp. nov. (VP)	Nakatsu et al. 2006 emend. Stackebrandt et al. 2009	[DSMZ] emended description: IJSEM 59:2559*	1	"ATCC BAA-1232, LMG 22953, PM1, strain PM1"	784223	
Methylibium	subsaxonicum		58:1511	sp. nov. (VL)	Stackebrandt et al. 2008		1	"BF49, CIP 109700, DSM 19570"	787419	788137
Methylibium			56:983*	gen. nov. (VP)	Nakatsu et al. 2006 emend. Yoon et al. 2007 emend. Stackebrandt et al. 2009	[DSMZ] emended description: IJSEM 59:2559*			517279	
Methylobacillus	arboreus		62:2549	sp. nov. (VL)	Gogleva et al. 2012		1	"Iva, VKM B-2590, CCUG 59684, DSM 23628"	790248	
Methylobacillus	flagellatus		48:631	sp. nov. (VL)	Govorukhina et al. 1998		1	"ATCC 51484, DSM 6875, KT, VKM B-1610"	777961	
Methylobacillus	glycogenes		30:225	species (AL)	Yordy and Weaver 1977 emend. Urakami and Komagata 1986		1	"ATCC 29475, DSM 46232, DSM 5685, IMET 10774, JCM 2850, LMG 6082, NCIB 11375, NCIMB 11375, strain TK 0113, VKM B-2060, Yordy and Weaver T-11"	777963	
Methylobacillus	gramineus		62:2549	sp. nov. (VL)	Gogleva et al. 2012		1	"Lap, VKM B-2591, CCUG 59683, DSM 23629"	790247	
Methylobacillus	methanolivorans		67:425*	sp. nov. (VP)	Kaparullina et al. 2017			"Z, VKM B-3037, JCM 31401, CCUG 68999"	795109	
Methylobacillus	pratensis		54:1453*	sp. nov. (VP)	Doronina et al. 2004		1	"F31, NCIMB 13994, VKM B-2247, DSM 14935, DSM 16019, DSM 16019+ DSM 14935"	777964	
Methylobacillus	rhizosphaerae		66:4299	sp. nov. (VL)	Madhaiyan et al. 2016			"Ca-68, KCTC 22383, NCIMB 14472, Ca-68; KCTC 22383; NCIMB 14472"	794735	
Methylobacillus			30:225	genus (AL)	Yordy and Weaver 1977 emend. Urakami and Komagata 1986				516058	
Methylobacter	agilis		43:735*	sp. nov. (VP)	(ex Whittenbury et al. 1970) Bowman et al. 1993		1	"A30, ACM 3308, ATCC 35068, NCIMB 11124"	784224	784247
Methylobacter	albus		43:735*	sp. nov. (VP)	(ex Whittenbury 1970) Bowman et al. 1993		1	"ACM 3314, NCIMB 11123, VKM-BG8, ATCC 33003, BG8"	784225	784248
Methylobacter	luteus		43:735*	comb. nov. (VP)	(Romanovskaya et al. 1981) Bowman et al. 1993		1	"IMET 10584, UCM 53 B, VKM 53 B, ACM 3304, ATCC 49878, NCIMB 11914"	784226	
Methylobacter	marinus		43:735*	sp. nov. (VP)	Bowman et al. 1993 emend. Orata et al. 2018	[IJSEM] The journal in which the change in taxonomic opinion was published does not have continuous page numbers for each volume.	1	"A45, ACM 4717, Lidstrom A4"	784227	
Methylobacter	pelagicus		43:735*	"comb. nov. (VP), homotypic syn."	(Sieburth et al. 1988) Bowman et al. 1993		1	"AA-23, NCMB 2265, ACM 3505, NCIMB 2265"	784228	784250
Methylobacter	psychrophilus		50:423	sp. nov. (VL)	Omel'chenko et al. 2000		1	"VKM B-2103, Z-0021, DSM 9914"	777966	
Methylobacter	tundripaludum		56:109*	sp. nov. (VP)	Wartiainen et al. 2006		1	"ATCC BAA-1195, DSM 17260, SV96"	777967	
Methylobacter	whittenburyi		43:735*	comb. nov. (VP)	(Romanovskaya et al. 1981) Bowman et al. 1993		1	"1521 of Whittenbury, ACM 3310, ATCC 51738, NCIMB 11128, Y"	784229	
Methylobacter			43:735*	gen. nov. (VP)	Bowman et al. 1993 emend. Bowman et al. 1995	[DSMZ] emend. description: IJSB 45:184*			516059	
Methylobacterium	adhaesivum		56:339*	sp. nov. (VP)	Gallego et al. 2006		1	"AR27, CCM 7305, CECT 7069, DSM 17169"	777968	
Methylobacterium	aerolatum		58:93*	sp. nov. (VP)	Weon et al. 2008		1	"5413S-11, DSM 19013, KACC 11766, JCM 16406"	785981	
Methylobacterium	aminovorans		43:504*	sp. nov. (VP)	Urakami et al. 1993		1	"JCM 8240, TH-15, DSM 8832, ATCC 51358, CIP 105328, IFO 15686, NBRC 15686, VKM B-2145"	777969	798432
Methylobacterium	aquaticum		55:281*	sp. nov. (VP)	Gallego et al. 2005		1	"CCM 7218, CECT 5998, CIP 108333, DSM 16371, GR16, strain GR16"	777970	
Methylobacterium	brachiatum		58:1134*	sp. nov. (VP)	Kato et al. 2008		1	"B0021, DSM 19569, NBRC 103629, NCIMB 14379"	786619	
Methylobacterium	brachythecii		63:3287*	sp. nov. (VP)	Tani and Sahin 2013		1	"99b, DSM 24105, NBRC 107710"	791121	
Methylobacterium	bullatum		62:1017	sp. nov. (VL)	Hoppe et al. 2012			"F3.2, DSM 21893, LMG 24788"	789785	
Methylobacterium	cerastii		62:917*	sp. nov. (VP)	Wellner et al. 2012		1	"C15, CCM 7788, CCUG 60040, DSM 23679, strain C15"	789831	
Methylobacterium	chloromethanicum		51:119*	"sp. nov. (VP), heterotypic syn."	McDonald et al. 2001	[DSMZ] according to Kato et al. (2005) later heterotypic synonym of <I>Methylobacterium extorquens</I>	1	"CM4, NCIMB 13688, VKM B-2223"	784230	798433
Methylobacterium	currus		68:3621*	sp. nov. (VP)	Park et al. 2018			"JCM 32670, KACC 19662, MP1016A_00022, PR1016A"	797952	
Methylobacterium	dankookense		63:1	sp. nov. (VL)	Lee et al. 2013		1	"SW08-7, KCTC 22512, DSM 22415"	790235	
Methylobacterium	dichloromethanicum		50:1953	"sp. nov. (VL), heterotypic syn."	Doronina et al. 2000	[DSMZ] according to Kato et al. (2005) later heterotypic synonym of <I>Methylobacterium extorquens</I>	1	"DM4, DSM 6343, VKM B-2191, CIP 106787"	777971	798433
Methylobacterium	extorquens		58:1134*	"comb. nov. (VP), homotypic syn."	(Urakami and Komagata 1984) Bousfield and Green 1985 emend. Kato et al. 2008	[DSMZ] emended description: IJSEM 58:1139*	1	"DSM 1337, IMET 11113, NCIMB 9399, TK 0001, ATCC 43645, CCUG 2084, JCM 2802, IAM 12631, NBRC 15687, IFO 15687, NCCB 78015, NCIB 9399, strain TK 0001, VKM B-2064"	777972	798433
Methylobacterium	frigidaeris		68:299*	sp. nov. (VP)	Lee and Jeon 2018			"IER25-16, JCM 32048, KACC 19280"	797480	
Methylobacterium	fujisawaense		38:124*	sp. nov. (VP)	Green et al. 1988		1	"DSM 5686, NCIB 12417, O-31, 0-31 of Kouno and Ozaki, ATCC 43884, CIP 103775, IFO 15843, JCM 10890, NBRC 15843, NCIMB 12417"	777973	
Methylobacterium	gnaphalii		62:2602*	sp. nov. (VP)	Tani et al. 2012		1	"23e, DSM 24027, NBRC 107716"	790288	
Methylobacterium	goesingense		62:2549	sp. nov. (VL)	Idris et al. 2012	[IJSEM] The culture collection accession numbers DSM 21331 and CCUG 56109 have been provided at the time of request for valid publication of the name.	1	"iEII3, DSM 21331, CCUG 56109"	790245	
Methylobacterium	gossipiicola		62:162*	sp. nov. (VP)	Madhaiyan et al. 2012		1	"Gh-105, CCM 7572, NRRL B-51692"	789637	
Methylobacterium	gregans		58:1134*	sp. nov. (VP)	Kato et al. 2008		1	"002-074, DSM 19564, NBRC 103626, NCIMB 14376"	786621	
Methylobacterium	haplocladii		63:3287*	sp. nov. (VP)	Tani and Sahin 2013		1	"87e, DSM 24195, NBRC 107714"	791122	
Methylobacterium	hispanicum		55:281*	sp. nov. (VP)	Gallego et al. 2005		1	"CCM 7219, CECT 5997, CIP 108332, DSM 16372, GP34, strain GP34"	777974	
Methylobacterium	iners		58:93*	sp. nov. (VP)	Weon et al. 2008		1	"5317S-33, DSM 19015, KACC 11765, JCM 16407"	785982	
Methylobacterium	isbiliense		55:2333*	sp. nov. (VP)	Gallego et al. 2005		1	"AR24, CCM 7304, CECT 7068, DSM 17168, strain AR24"	777975	
Methylobacterium	jeotgali		57:566*	sp. nov. (VP)	Aslam et al. 2007		1	"S2R03-9, KCTC 12671, LMG 23639"	786053	
Methylobacterium	komagatae		58:1134*	sp. nov. (VP)	Kato et al. 2008		1	"002-079, DSM 19563, NBRC 103627, NCIMB 14377"	786622	
Methylobacterium	longum		62:1017	sp. nov. (VL)	Knief et al. 2012		1	"440, DSM 23933, CECT 7806"	789710	
Methylobacterium	lusitanum		52:773*	"sp. nov. (VP), heterotypic syn."	Doronina et al. 2002	[DSMZ] according to Kato et al. (2005) later heterotypic synonym of <I>Methylobacterium rhodesianum</I>	1	"NCIMB 13779, RXM, VKM B-2239, DSM 14457"	777977	798437
Methylobacterium	marchantiae		61:870*	sp. nov. (VP)	Schauer et al. 2011		1	"JT1, CCUG 56108, DSM 21328"	789152	
Methylobacterium	mesophilicum		33:875*	comb. nov. (VP)	(Austin and Goodfellow 1979) Green and Bousfield 1983		"1, +"	"ATCC 29983, DSM 1708, ICPB 4095, NCIB 11561, A47, CCUG 16482, CIP 101129, IFO 15688, JCM 2829, LMG 5275, NBRC 15688, NCIMB 11561, NRRL B-14246"	777978	
Methylobacterium	nodulans		54:2269*	sp. nov. (VP)	Jourand et al. 2004		1	"CNCM I 2342, LMG 21967, ORS 2060"	784231	
Methylobacterium	organophilum		30:225	species (AL)	Patt et al. 1976		1	"ATCC 27886, DSM 760, NCIB 11278, DSM 18172, CIP 101049, HAMBI 2263, IFO 15689, JCM 2833, LMG 6083, NBRC 15689, NCCB 78041, VKM B-2066"	777979	
Methylobacterium	oryzae		57:326*	sp. nov. (VP)	Madhaiyan et al. 2007		1	"CBMB20, DSM 18207, LMG 23582, KACC 11585, JCM 16405"	785938	
Methylobacterium	oxalidis		62:1647*	sp. nov. (VP)	Tani et al. 2012		1	"35a, DSM 24028, NBRC 107715, strain 35a"	789999	
Methylobacterium	persicinum		58:1134*	sp. nov. (VP)	Kato et al. 2008		1	"002-165, DSM 19562, NBRC 103628, NCIMB 14378"	786623	
Methylobacterium	phyllosphaerae		59:22*	sp. nov. (VP)	Madhaiyan et al. 2009		1	"CBMB27, DSM 19779, KACC 11716, LMG 24361, JCM 16408"	786844	
Methylobacterium	phyllostachyos		64:2376*	sp. nov. (VP)	Madhaiyan and Poonguzhali 2014			"BL47, NBRC 105206, ICMP 17619"	791971	
Methylobacterium	platani		57:2849*	sp. nov. (VP)	Kang et al. 2007		1	"PMB02, KCTC 12901, JCM 14648"	787047	
Methylobacterium	podarium		56:2025	sp. nov. (VL)	Anesti et al. 2006			"FM4, DSM 15083, ATCC BAA-547"	785473	798434
Methylobacterium	populi		54:1191*	sp. nov. (VP)	Van Aken et al. 2004		1	"ATCC BAA-705, BJ001, NCIMB 13946"	784232	798435
Methylobacterium	pseudosasae		66:4299	sp. nov. (VL)	Madhaiyan and Poonguzhali 2016	[IJSEM] Syllabification must be adjusted as follows: pseu.do.sa’sae.		"BL44, ICMP 17622, NBRC 105205"	794736	798783
Methylobacterium	pseudosasicola		64:2376*	sp. nov. (VP)	Madhaiyan and Poonguzhali 2014			"BL36, NBRC 105203, ICMP 17621"	791970	
Methylobacterium	radiotolerans		33:875*	comb. nov. (VP)	(Ito and Iizuka 1971) Green and Bousfield 1983		1	"ATCC 27329, DSM 1819, IAM 12098, NCIB 10815, CIP 101128, IFO 15690, JCM 2831, LMG 2269, NBRC 15690, NCIMB 10815, VKM B-2144"	777981	
Methylobacterium	rhodesianum		38:124*	sp. nov. (VP)	Green et al. 1988 emend. Kato et al. 2008		1	"DSM 5687, NCIB 12249, Pseudomonas 1, NCIMB 12249, ATCC 43882, CIP 103771, IFO 15844, JCM 10891, NBRC 15844, Pseudomonas strain 1 of Rock et al., VKM B-2142"	777982	798437
Methylobacterium	rhodinum		33:875*	"comb. nov. (VP), homotypic syn."	(Heumann 1962) Green and Bousfield 1983		1	"ATCC 14821, DSM 2163, NCIB 9421, CIP 101127, IFO 15691, JCM 2811, LMG 2275, NBRC 15691, NCIMB 9421, VKM B-2065"	777983	798439
Methylobacterium	salsuginis		57:1699*	sp. nov. (VP)	Wang et al. 2007		1	"MR, CGMCC 1.6474, NCCB 100140"	786576	798440
Methylobacterium	soli		63:1	sp. nov. (VL)	Cao et al. 2013		1	"YIM 48816, CCTCC AA 208027, KCTC 22810, DSM 21955"	790364	
Methylobacterium	suomiense		52:773*	sp. nov. (VP)	Doronina et al. 2002		1	"F20, NCIMB 13778, VKM B-2238, DSM 14458"	777985	798441
Methylobacterium	tardum		58:1134*	sp. nov. (VP)	Kato et al. 2008		1	"RB677, DSM 19566, NBRC 103632, NCIMB 14380"	786620	
Methylobacterium	tarhaniae		63:2823*	sp. nov. (VP)	Veyisoglu et al. 2013		1	"N4211, KCTC 23615, DSM 25844"	791022	
Methylobacterium	thiocyanatum		49:341	sp. nov. (VL)	Wood et al. 1999		1	"ALL/SCN-P, DSM 11490, ATCC 700647, DSM 11490., JCM 10893, VKM B-2197"	777986	798442
Methylobacterium	thuringiense		63:2690*	sp. nov. (VP)	Wellner et al. 2013		1	"C34, LMG 25777, CCM 7787"	790953	
Methylobacterium	trifolii		63:2690*	sp. nov. (VP)	Wellner et al. 2013		1	"TA73, LMG 25778, CCM 7786"	790952	
Methylobacterium	variabile		55:1429*	sp. nov. (VP)	Gallego et al. 2005		1	"CCM 7281, CECT 7045, DSM 16961, GR3"	777987	
Methylobacterium	zatmanii		38:124*	sp. nov. (VP)	Green et al. 1988		1	"DSM 5688, NCIB 12243, Pseudomonas 135, ATCC 43883, CCUG 36916, CIP 103774, IFO 15845, JCM 10892, LMG 6087, NBRC 15845, NCIMB 12243, Pseudomonas strain 135 of Rock et al., VKM B-2161"	777988	798443
Methylobacterium			30:225	genus (AL)	Patt et al. 1976 emend. Green and Bousfield 1983				516060	
Methylobrevis	pamukkalensis		65:1321*	sp. nov. (VP)	Poroshina et al. 2015			"PK2, VKM B-2849, JCM 30229, DSM 29599"	792706	
Methylobrevis			65:1321*	gen. nov. (VP)	Poroshina et al. 2015				518703	
Methylocaldum	gracile		48:631	sp. nov. (VL)	(ex Romanovskaya et al. 1978) Bodrossy et al. 1998	"[DSMZ] basonym ""<I>Methylomonas gracilis</I>"""	1	"14L, NCIMB 11912, VKM 14 L"	784233	
Methylocaldum	marinum		64:3240*	sp. nov. (VP)	Takeuchi et al. 2014			"S8, NBRC 109686, DSM 27392"	792121	
Methylocaldum	szegediense		48:631	sp. nov. (VL)	Bodrossy et al. 1998		1	OR2	784234	
Methylocaldum	tepidum		48:631	sp. nov. (VL)	Bodrossy et al. 1998		1	LK6	784235	
Methylocaldum			48:631	gen. nov. (VL)	Bodrossy et al. 1998 emend. Takeuchi et al. 2014	[DSMZ] emended description: IJSEM 64:3242/3245*			517280	
Methylocapsa	acidiphila		52:251*	sp. nov. (VP)	Dedysh et al. 2002		1	"B2, DSM 13967, NCIMB 13765"	777990	
Methylocapsa	aurea		60:2659*	sp. nov. (VP)	Dunfield et al. 2010		1	"KYG, DSM 22158, VKM B-2544"	788880	
Methylocapsa	palsarum		65:3618*	sp. nov. (VP)	Dedysh et al. 2015			"NE2, LMG 28715, VKM B-2945, DSM 29914"	793354	
Methylocapsa			52:251*	gen. nov. (VP)	Dedysh et al. 2002 emend. Dunfield et al. 2010	[DSMZ] emended description: IJSEM 60:2664*			516062	
Methyloceanibacter	caenitepidi		64:462*	sp. nov. (VP)	Takeuchi et al. 2014		1	"Gela4, NBRC 109540, DSM 27242, strain Gela4"	791528	
Methyloceanibacter	marginalis		68:3379	sp. nov. (VL)	Vekeman et al. 2018			"LMG 29432, NCIMB 15075, R-67177"	797976	
Methyloceanibacter	methanicus		68:3379	sp. nov. (VL)	Vekeman et al. 2018			"LMG 29429, NCIMB 15078, R-67174"	797977	
Methyloceanibacter	stevinii		68:3379	sp. nov. (VL)	Vekeman et al. 2018			"LMG 29431, NCIMB 15077, R-67176"	797978	
Methyloceanibacter	superfactus		68:3379	sp. nov. (VL)	Vekeman et al. 2018			"LMG 29430, NCIMB 15076, R-67175"	797979	
Methyloceanibacter			64:462*	gen. nov. (VP)	Takeuchi et al. 2014				518489	
Methylocella	palustris		50:955*	sp. nov. (VP)	Dedysh et al. 2000		1	"ATCC 700799, K"	784236	
Methylocella	silvestris		53:1231*	sp. nov. (VP)	Dunfield et al. 2003		1	"BL2, DSM 15510, NCIMB 13906"	777991	
Methylocella	tundrae		54:151*	sp. nov. (VP)	Dedysh et al. 2004		1	"DSM 15673, NCIMB 13949, T4"	777992	
Methylocella			50:955*	gen. nov. (VP)	Dedysh et al. 2000 emend. Dunfield et al. 2003 emend. Dedysh et al. 2004	[DSMZ] emended description: IJSEM 54:155*			516063	
Methylococcus	bovis		31:382	"sp. nov. (VL), heterotypic syn."	Romanovskaya et al. 1981	[DSMZ] synonymy: IJSB 43:749*	1	CM of Whittenbury	784237	784226
Methylococcus	capsulatus		30:225	species (AL)	Foster and Davis 1966		1	"ATCC 19069, UNIQEM 1"	784238	
Methylococcus	chroococcus		31:382	"sp. nov. (VL), heterotypic syn."	Romanovskaya et al. 1981	[DSMZ] synonymy based on DNA/DNA homology; Mikrobiologiya 57:653-658 (1988)	1	9 of Whittenbury	784239	784229
Methylococcus	luteus		31:382	sp. nov. (VL)	Romanovskaya et al. 1981		1	"IMET 10584, UCM 53 B, VKM 53 B, ACM 3304, ATCC 49878, NCIMB 11914"	784240	784226
Methylococcus	mobilis		30:676	sp. nov. (VL)	Hazeu et al. 1980		1	LMD 77.28	784241	
Methylococcus	thermophilus		30:225	species (AL)	Malashenko et al. 1975		1	"IMV-2Yu, IMV 2 Yu"	784242	
Methylococcus	vinelandii		31:382	"sp. nov. (VL), heterotypic syn."	Romanovskaya et al. 1981	[DSMZ] synonymy: IJSB 43:750*	1	"Mexica of Whittenbury, ""Mexica"" of Whittenbury"	784243	784229
Methylococcus	whittenburyi		31:382	sp. nov. (VL)	Romanovskaya et al. 1981		1	"1521 of Whittenbury, ACM 3310, ATCC 51738, NCIMB 11128, Y"	784244	784229
Methylococcus			30:225	genus (AL)	Foster and Davis 1966 emend. Bowman et al. 1993	[DSMZ] emend. description: IJSB 43:748*			517281	
Methylocystis	bryophila		63:1096*	sp. nov. (VP)	Belova et al. 2013		1	"H2s, DSM 21852, VKM B-2545"	790264	
Methylocystis	echinoides		43:735*	sp. nov. (VP)	(ex Gal'chenko et al. 1977) Bowman et al. 1993		1	"IMET 10491, UNIQEM 25, VKM B-2128"	784245	
Methylocystis	heyeri		57:472*	sp. nov. (VP)	Dedysh et al. 2007		1	"H2, DSM 16984, VKM B-2426"	786043	
Methylocystis	hirsuta		57:1891*	sp. nov. (VP)	Lindner et al. 2007		1	"CSC1, ATCC BAA-1344, DSM 18500"	786592	
Methylocystis	parvus		43:735*	sp. nov. (VP)	(ex Whittenbury et al. 1970) Bowman et al. 1993		1	"ACM 3309, ATCC 35066, IMET 10483, NCIMB 11129, OBBP, UNIQEM 38, VKM B-2129"	784246	
Methylocystis	rosea		56:541*	sp. nov. (VP)	Wartiainen et al. 2006		1	"ATCC BAA-1196, DSM 17261, SV97"	777994	
Methylocystis			43:735*	gen. nov. (VP)	(ex Whittenbury et al. 1970) Bowman et al. 1993 emend. Dedysh et al. 2007 emend. Belova et al. 2013	[DSMZ] emended description: IJSEM 63:1100-1103*			516064	
Methyloferula	stellata		61:2456*	sp. nov. (VP)	Vorobev et al. 2011		1	"AR4, DSM 22108, LMG 25277, VKM B-2543"	789504	
Methyloferula			61:2456*	gen. nov. (VP)	Vorobev et al. 2011				518140	
Methylogaea	oryzae		61:2568*	sp. nov. (VP)	Geymonat et al. 2011		1	"E10, DSM 23452, JCM 16910"	789548	
Methylogaea			61:2568*	gen. nov. (VP)	Geymonat et al. 2011				518150	
Methyloglobulus	morosus		65:2017	sp. nov. (VL)	Deutzmann et al. 2015			"KoM1, DSM 22980, JCM 18850"	792993	
Methyloglobulus			65:2017	gen. nov. (VL)	Deutzmann et al. 2015				518762	
Methylohalobius	crimeensis		55:1817*	sp. nov. (VP)	Heyer et al. 2005		1	"10Ki, ATCC BAA-967, DSM 16011"	777995	
Methylohalobius			55:1817*	gen. nov. (VP)	Heyer et al. 2005				516065	
Methylohalomonas	lacus		57:2762*	sp. nov. (VP)	Sorokin et al. 2007		1	"HMT 1, DSM 15733, NCCB 100208, UNIQEM U237"	787001	
Methylohalomonas			57:2762*	gen. nov. (VP)	Sorokin et al. 2007				517702	
Methyloligella	halotolerans		64:693	sp. nov. (VL)	Doronina et al. 2014		1	"C2, VKM B-2706, CCUG 61687, DSM 25045, C2; VKM B-2706; CCUG 61687; DSM 25045"	791586	
Methyloligella	solikamskensis		64:693	sp. nov. (VL)	Doronina et al. 2014		1	"SK12, VKM B-2707, CCUG 61697, DSM 25212, SK12; VKM B-2707; CCUG 61697; DSM 25212"	791587	
Methyloligella			64:693	gen. nov. (VL)	Doronina et al. 2014				518501	
Methylomagnum	ishizawai		65:3527*	sp. nov. (VP)	Khalifa et al. 2015 emend. Frindte et al. 2017	[DSMZ] emended description: IJSEM 67:4513*		"RS11D-Pr, JCM 18894, NBRC 109438, DSM 29768, KCTC 4681"	793355	
Methylomagnum			65:3527*	gen. nov. (VP)	Khalifa et al. 2015				518808	
Methylomarinovum	caldicuralii		64:989*	sp. nov. (VP)	Hirayama et al. 2014		1	"IT-9, JCM 13666, DSM 19749"	791629	
Methylomarinovum			64:989*	gen. nov. (VP)	Hirayama et al. 2014				518516	
Methylomarinum	vadi		63:1073*	sp. nov. (VP)	Hirayama et al. 2013		1	"IT-4, JCM 13665, DSM 18976"	785963	
Methylomarinum			63:1073*	gen. nov. (VP)	Hirayama et al. 2013				517540	
Methylomicrobium	agile		45:182*	comb. nov. (VP)	(Bowman et al. 1993) Bowman et al. 1995		1	"A30, ACM 3308, ATCC 35068, NCIMB 11124"	784247	
Methylomicrobium	album		45:182*	comb. nov. (VP)	(Bowman et al. 1993) Bowman et al. 1995		1	"ACM 3314, NCIMB 11123, VKM-BG8, ATCC 33003, BG8"	784248	
Methylomicrobium	alcaliphilum		58:591*	sp. nov. (VP)	Kalyuzhnaya et al. 2008		1	"20Z, NCIMB 14124, VKM B-2133, DSM 19304"	786200	801368
Methylomicrobium	buryatense		51:1945	sp. nov. (VL)	Kaluzhnaya et al. 2001		1	"5B, VKM B-2245"	784249	
Methylomicrobium	japanense		58:591*	sp. nov. (VP)	Kalyuzhnaya et al. 2008		1	"NI, FERM BP-5633, NBRC 103677, VKM B-2462"	787255	
Methylomicrobium	kenyense		58:591*	sp. nov. (VP)	Kalyuzhnaya et al. 2008		1	"AMO1, NCCB 97157, NCIMB 13566, VKM B-2464, DSM 19305, AMO 1"	787256	801369
Methylomicrobium	lacus		69:1247	comb. nov. (VL)	(Kalyuzhnaya et al. 2005) Orata et al. 2019	[IJSEM] The journal in which the name was effective published does not have continuous page numbers for each volume.	1	"ATCC BAA-1047, DSM 16693, JCM 13284, LW14"	801370	
Methylomicrobium	pelagicum		45:182*	comb. nov. (VP)	(Sieburth et al. 1988) Bowman et al. 1995		1	"AA-23, NCMB 2265, ACM 3505, NCIMB 2265"	784250	
Methylomicrobium			45:182*	gen. nov. (VP)	Bowman et al. 1995 emend. Kalyuzhnaya et al. 2008 emend. Orata et al. 2018	[DSMZ] type species subsequently has been defined by way of Erratum IJSB 45:622*; emend. IJSEM 58:595* // [IJSEM] The journal in which the change in taxonomic opinion was published does not have continuous page numbers for each volume.			516066	
Methylomonas	aurantiaca		40:470	sp. nov. (VL)	Bowman et al. 1990		1	"JB 103, UQM 3406"	784251	
Methylomonas	fodinarum		40:470	sp. nov. (VL)	Bowman et al. 1990		1	"LD2, UQM 3268, ACM 3268"	784252	
Methylomonas	koyamae		62:1832*	sp. nov. (VP)	Ogiso et al. 2012		1	"Fw12E-Y, JCM 16701, NBRC 105905, NCIMB 14606, strain Fw12E-Y"	790069	
Methylomonas	lenta		64:1210*	sp. nov. (VP)	Hoefman et al. 2014		1	"R-45377, LMG 26260, JCM 19378"	791694	
Methylomonas	methanica		34:355	sp. nov. (VL)	(ex Söhngen 1906) Whittenbury and Krieg 1984		1	"ATCC 35067, IMET 10542, NCIB 11130, NCIMB 11130, UNIQEM 8, VKM B-2110"	784253	
Methylomonas	paludis		63:2282*	sp. nov. (VP)	Danilova et al. 2013		1	"MG30, DSM 24973, VKM B-2745"	790878	
Methylomonas	pelagica		38:136	sp. nov. (VL)	Sieburth et al. 1988	[IJSEM] Type designated by author(s).	1	"AA-23, NCMB 2265, ACM 3505, NCIMB 2265"	784254	784250
Methylomonas	scandinavica		50:949	sp. nov. (VL)	Kalyuzhnaya et al. 2000		1	"SR5, VKM B-2140"	784255	
Methylomonas			34:355	gen. nov. (VL)	(ex Leadbetter 1974) Whittenbury and Krieg 1984 emend. Bowman et al. 1993	[DSMZ] emend. description: IJSB 43:746*			516067	
